dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,erpnext_database,tabPrint Format,html,17,longtext,4294967295,,,,
mysql,erpnext_database,tabPrint Format,show_section_headings,18,int,,,,,
mysql,erpnext_database,tabPrint Format,_liked_by,19,text,65535,,,,
mysql,erpnext_database,tabPrint Format,_assign,20,text,65535,,,,
mysql,erpnext_database,tabPrint Format,print_format_builder,21,int,,,,,
mysql,erpnext_database,tabPrint Format,standard,22,varchar,140,,,,
mysql,erpnext_database,tabPrint Format,align_labels_right,23,int,,,,,
mysql,erpnext_database,tabPrint Format,_user_tags,24,text,65535,,,,
mysql,erpnext_database,tabPrint Format,print_format_type,25,varchar,140,,,,
mysql,erpnext_database,tabPrint Format,format_data,26,longtext,4294967295,,,,
mysql,erpnext_database,tabPrint Format,doc_type,27,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabPrint Format,line_breaks,28,int,,,,,
mysql,erpnext_database,tabPrint Format,default_print_language,29,varchar,140,FOREIGN KEY,erpnext_database,tabLanguage,name
mysql,erpnext_database,tabPrint Format,css,30,longtext,4294967295,,,,
mysql,erpnext_database,tabPrint Format,raw_printing,31,int,,,,,
mysql,erpnext_database,tabPrint Format,absolute_value,32,int,,,,,
mysql,erpnext_database,tabPrint Format,margin_top,33,decimal,,,,,
mysql,erpnext_database,tabPrint Format,margin_bottom,34,decimal,,,,,
mysql,erpnext_database,tabPrint Format,margin_left,35,decimal,,,,,
mysql,erpnext_database,tabPrint Format,margin_right,36,decimal,,,,,
mysql,erpnext_database,tabPrint Format,font_size,37,int,,,,,
mysql,erpnext_database,tabPrint Format,page_number,38,varchar,140,,,,
mysql,erpnext_database,tabPrint Format,print_format_builder_beta,39,int,,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,creation,2,datetime,,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,modified,3,datetime,,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabRepost Accounting Ledger,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabRepost Accounting Ledger,docstatus,6,int,,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,idx,7,int,,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,company,8,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabRepost Accounting Ledger,delete_cancelled_entries,9,int,,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,amended_from,10,varchar,140,FOREIGN KEY,erpnext_database,tabRepost Accounting Ledger,name
mysql,erpnext_database,tabRepost Accounting Ledger,_user_tags,11,text,65535,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,_comments,12,text,65535,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,_assign,13,text,65535,,,,
mysql,erpnext_database,tabRepost Accounting Ledger,_liked_by,14,text,65535,,,,
mysql,erpnext_database,tabActivity Log,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabGL Entry,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabPurchase Receipt Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabActivity Log,creation,2,datetime,,,,,
mysql,erpnext_database,tabActivity Log,modified,3,datetime,,,,,
mysql,erpnext_database,tabActivity Log,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabActivity Log,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabActivity Log,docstatus,6,int,,,,,
mysql,erpnext_database,tabActivity Log,parent,7,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,idx,10,int,,,,,
mysql,erpnext_database,tabActivity Log,link_doctype,11,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabActivity Log,timeline_doctype,12,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabActivity Log,full_name,13,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,operation,14,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,reference_owner,15,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,subject,16,text,65535,,,,
mysql,erpnext_database,tabActivity Log,reference_doctype,17,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabActivity Log,_comments,18,text,65535,,,,
mysql,erpnext_database,tabActivity Log,content,19,longtext,4294967295,,,,
mysql,erpnext_database,tabActivity Log,link_name,20,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,status,21,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,_liked_by,22,text,65535,,,,
mysql,erpnext_database,tabActivity Log,reference_name,23,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,_assign,24,text,65535,,,,
mysql,erpnext_database,tabActivity Log,_seen,25,text,65535,,,,
mysql,erpnext_database,tabActivity Log,user,26,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabActivity Log,_user_tags,27,text,65535,,,,
mysql,erpnext_database,tabActivity Log,timeline_name,28,varchar,140,,,,
mysql,erpnext_database,tabActivity Log,communication_date,29,datetime,,,,,
mysql,erpnext_database,tabActivity Log,ip_address,30,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,creation,2,datetime,,,,,
mysql,erpnext_database,tabGL Entry,modified,3,datetime,,,,,
mysql,erpnext_database,tabGL Entry,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabGL Entry,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabGL Entry,docstatus,6,int,,,,,
mysql,erpnext_database,tabGL Entry,parent,7,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,idx,10,int,,,,,
mysql,erpnext_database,tabGL Entry,fiscal_year,11,varchar,140,FOREIGN KEY,erpnext_database,tabFiscal Year,name
mysql,erpnext_database,tabGL Entry,voucher_type,12,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabGL Entry,cost_center,13,varchar,140,FOREIGN KEY,erpnext_database,tabCost Center,name
mysql,erpnext_database,tabGL Entry,voucher_no,14,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,against_voucher,15,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,party_type,16,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabGL Entry,voucher_detail_no,17,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,transaction_date,18,date,,,,,
mysql,erpnext_database,tabGL Entry,debit,19,decimal,,,,,
mysql,erpnext_database,tabGL Entry,party,20,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,_liked_by,21,text,65535,,,,
mysql,erpnext_database,tabGL Entry,company,22,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabGL Entry,_assign,23,text,65535,,,,
mysql,erpnext_database,tabGL Entry,debit_in_account_currency,24,decimal,,,,,
mysql,erpnext_database,tabGL Entry,_comments,25,text,65535,,,,
mysql,erpnext_database,tabGL Entry,is_advance,26,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,remarks,27,text,65535,,,,
mysql,erpnext_database,tabGL Entry,account_currency,28,varchar,140,FOREIGN KEY,erpnext_database,tabCurrency,name
mysql,erpnext_database,tabGL Entry,_user_tags,29,text,65535,,,,
mysql,erpnext_database,tabGL Entry,finance_book,30,varchar,140,FOREIGN KEY,erpnext_database,tabFinance Book,name
mysql,erpnext_database,tabGL Entry,account,31,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabGL Entry,against_voucher_type,32,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabGL Entry,to_rename,33,int,,,,,
mysql,erpnext_database,tabGL Entry,against,34,text,65535,,,,
mysql,erpnext_database,tabGL Entry,project,35,varchar,140,FOREIGN KEY,erpnext_database,tabProject,name
mysql,erpnext_database,tabGL Entry,credit,36,decimal,,,,,
mysql,erpnext_database,tabGL Entry,is_opening,37,varchar,140,,,,
mysql,erpnext_database,tabGL Entry,posting_date,38,date,,,,,
mysql,erpnext_database,tabGL Entry,credit_in_account_currency,39,decimal,,,,,
mysql,erpnext_database,tabGL Entry,due_date,40,date,,,,,
mysql,erpnext_database,tabGL Entry,is_cancelled,41,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,creation,2,datetime,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,modified,3,datetime,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPurchase Receipt Item,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPurchase Receipt Item,docstatus,6,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,parent,7,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,idx,10,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,expense_account,11,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabPurchase Receipt Item,rm_supp_cost,12,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,item_tax_amount,13,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,item_name,14,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,purchase_order,15,varchar,140,FOREIGN KEY,erpnext_database,tabPurchase Order,name
mysql,erpnext_database,tabPurchase Receipt Item,conversion_factor,16,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,supplier_part_no,17,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,uom,18,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabPurchase Receipt Item,discount_amount,19,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,price_list_rate,20,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,item_group,21,varchar,140,FOREIGN KEY,erpnext_database,tabItem Group,name
mysql,erpnext_database,tabPurchase Receipt Item,weight_per_unit,22,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,purchase_order_item,23,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,base_price_list_rate,24,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,serial_no,25,text,65535,,,,
mysql,erpnext_database,tabPurchase Receipt Item,base_amount,26,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabPurchase Receipt Item,qty,27,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,item_tax_rate,28,longtext,4294967295,,,,
mysql,erpnext_database,tabPurchase Receipt Item,rate,29,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,total_weight,30,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,received_qty,31,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,quality_inspection,32,varchar,140,FOREIGN KEY,erpnext_database,tabQuality Inspection,name
mysql,erpnext_database,tabPurchase Receipt Item,base_net_rate,33,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,base_net_amount,34,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,barcode,35,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,base_rate,36,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,rejected_qty,37,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,manufacturer,38,varchar,140,FOREIGN KEY,erpnext_database,tabManufacturer,name
mysql,erpnext_database,tabPurchase Receipt Item,material_request_item,39,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,amount,40,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,bom,41,varchar,140,FOREIGN KEY,erpnext_database,tabBOM,name
mysql,erpnext_database,tabPurchase Receipt Item,batch_no,42,varchar,140,FOREIGN KEY,erpnext_database,tabBatch,name
mysql,erpnext_database,tabPurchase Receipt Item,valuation_rate,43,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,item_tax_template,44,varchar,140,FOREIGN KEY,erpnext_database,tabItem Tax Template,name
mysql,erpnext_database,tabPurchase Receipt Item,net_amount,45,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,image,46,text,65535,,,,
mysql,erpnext_database,tabPurchase Receipt Item,landed_cost_voucher_amount,47,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,asset_location,48,varchar,140,FOREIGN KEY,erpnext_database,tabLocation,name
mysql,erpnext_database,tabPurchase Receipt Item,cost_center,49,varchar,140,FOREIGN KEY,erpnext_database,tabCost Center,name
mysql,erpnext_database,tabPurchase Receipt Item,page_break,50,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,rejected_warehouse,51,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabPurchase Receipt Item,include_exploded_items,52,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,discount_percentage,53,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,asset,54,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,pricing_rules,55,text,65535,,,,
mysql,erpnext_database,tabPurchase Receipt Item,brand,56,varchar,140,FOREIGN KEY,erpnext_database,tabBrand,name
mysql,erpnext_database,tabPurchase Receipt Item,rejected_serial_no,57,text,65535,,,,
mysql,erpnext_database,tabPurchase Receipt Item,item_code,58,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabPurchase Receipt Item,retain_sample,59,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,weight_uom,60,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabPurchase Receipt Item,allow_zero_valuation_rate,61,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,project,62,varchar,140,FOREIGN KEY,erpnext_database,tabProject,name
mysql,erpnext_database,tabPurchase Receipt Item,manufacturer_part_no,63,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,is_free_item,64,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,stock_qty,65,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,net_rate,66,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,stock_uom,67,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabPurchase Receipt Item,warehouse,68,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabPurchase Receipt Item,billed_amt,69,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,sample_quantity,70,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,description,71,longtext,4294967295,,,,
mysql,erpnext_database,tabPurchase Receipt Item,material_request,72,varchar,140,FOREIGN KEY,erpnext_database,tabMaterial Request,name
mysql,erpnext_database,tabPurchase Receipt Item,schedule_date,73,date,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,is_fixed_asset,74,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,gst_hsn_code,75,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,is_nil_exempt,76,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,is_non_gst,77,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,product_bundle,78,varchar,140,FOREIGN KEY,erpnext_database,tabProduct Bundle,name
mysql,erpnext_database,tabPurchase Receipt Item,received_stock_qty,79,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,returned_qty,80,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,margin_type,81,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,margin_rate_or_amount,82,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,rate_with_margin,83,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,base_rate_with_margin,84,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,stock_uom_rate,85,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,from_warehouse,86,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabPurchase Receipt Item,purchase_invoice,87,varchar,140,FOREIGN KEY,erpnext_database,tabPurchase Invoice,name
mysql,erpnext_database,tabPurchase Receipt Item,asset_category,88,varchar,140,FOREIGN KEY,erpnext_database,tabAsset Category,name
mysql,erpnext_database,tabPurchase Receipt Item,purchase_invoice_item,89,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,purchase_receipt_item,90,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,delivery_note_item,91,varchar,140,,,,
mysql,erpnext_database,tabPurchase Receipt Item,putaway_rule,92,varchar,140,FOREIGN KEY,erpnext_database,tabPutaway Rule,name
mysql,erpnext_database,tabPurchase Receipt Item,provisional_expense_account,93,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabPurchase Receipt Item,has_item_scanned,94,int,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,rate_difference_with_purchase_invoice,95,decimal,,,,,
mysql,erpnext_database,tabPurchase Receipt Item,wip_composite_asset,96,varchar,140,FOREIGN KEY,erpnext_database,tabAsset,name
mysql,erpnext_database,tabPurchase Receipt Item,sales_order,97,varchar,140,FOREIGN KEY,erpnext_database,tabSales Order,name
mysql,erpnext_database,tabPurchase Receipt Item,sales_order_item,98,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,creation,2,datetime,,,,,
mysql,erpnext_database,tabSales Order Item,modified,3,datetime,,,,,
mysql,erpnext_database,tabSales Order Item,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSales Order Item,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSales Order Item,docstatus,6,int,,,,,
mysql,erpnext_database,tabSales Order Item,parent,7,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,idx,10,int,,,,,
mysql,erpnext_database,tabSales Order Item,stock_qty,11,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,image,12,text,65535,,,,
mysql,erpnext_database,tabSales Order Item,base_amount,13,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,gross_profit,14,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,item_tax_rate,15,longtext,4294967295,,,,
mysql,erpnext_database,tabEmployee Other Income,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabTarget Detail,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabSales Order Item,rate,16,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,total_weight,17,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,ensure_delivery_based_on_produced_serial_no,18,int,,,,,
mysql,erpnext_database,tabSales Order Item,target_warehouse,19,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabSales Order Item,actual_qty,20,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,base_net_amount,21,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,stock_uom,22,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabSales Order Item,page_break,23,int,,,,,
mysql,erpnext_database,tabSales Order Item,base_net_rate,24,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,discount_percentage,25,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,item_name,26,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,transaction_date,27,date,,,,,
mysql,erpnext_database,tabSales Order Item,margin_type,28,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,net_rate,29,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,conversion_factor,30,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,base_rate_with_margin,31,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,base_price_list_rate,32,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,supplier,33,varchar,140,FOREIGN KEY,erpnext_database,tabSupplier,name
mysql,erpnext_database,tabSales Order Item,billed_amt,34,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,pricing_rules,35,text,65535,,,,
mysql,erpnext_database,tabSales Order Item,uom,36,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabSales Order Item,ordered_qty,37,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,description,38,longtext,4294967295,,,,
mysql,erpnext_database,tabSales Order Item,prevdoc_docname,39,varchar,140,FOREIGN KEY,erpnext_database,tabQuotation,name
mysql,erpnext_database,tabSales Order Item,returned_qty,40,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,brand,41,varchar,140,FOREIGN KEY,erpnext_database,tabBrand,name
mysql,erpnext_database,tabSales Order Item,base_rate,42,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,produced_qty,43,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,projected_qty,44,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,warehouse,45,varchar,140,FOREIGN KEY,erpnext_database,tabWarehouse,name
mysql,erpnext_database,tabSales Order Item,item_code,46,varchar,140,FOREIGN KEY,erpnext_database,tabItem,name
mysql,erpnext_database,tabSales Order Item,rate_with_margin,47,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,qty,48,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,delivered_qty,49,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,delivered_by_supplier,50,int,,,,,
mysql,erpnext_database,tabSales Order Item,discount_amount,51,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,price_list_rate,52,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,weight_uom,53,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabSales Order Item,margin_rate_or_amount,54,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,item_group,55,varchar,140,FOREIGN KEY,erpnext_database,tabItem Group,name
mysql,erpnext_database,tabSales Order Item,planned_qty,56,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,weight_per_unit,57,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,is_free_item,58,int,,,,,
mysql,erpnext_database,tabSales Order Item,work_order_qty,59,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,amount,60,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,customer_item_code,61,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,blanket_order_rate,62,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,valuation_rate,63,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,item_tax_template,64,varchar,140,FOREIGN KEY,erpnext_database,tabItem Tax Template,name
mysql,erpnext_database,tabSales Order Item,net_amount,65,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,blanket_order,66,varchar,140,FOREIGN KEY,erpnext_database,tabBlanket Order,name
mysql,erpnext_database,tabSales Order Item,delivery_date,67,date,,,,,
mysql,erpnext_database,tabSales Order Item,gst_hsn_code,68,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,is_nil_exempt,69,int,,,,,
mysql,erpnext_database,tabSales Order Item,is_non_gst,70,int,,,,,
mysql,erpnext_database,tabSales Order Item,stock_uom_rate,71,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,grant_commission,72,int,,,,,
mysql,erpnext_database,tabSales Order Item,against_blanket_order,73,int,,,,,
mysql,erpnext_database,tabSales Order Item,bom_no,74,varchar,140,FOREIGN KEY,erpnext_database,tabBOM,name
mysql,erpnext_database,tabSales Order Item,additional_notes,75,text,65535,,,,
mysql,erpnext_database,tabSales Order Item,project,76,varchar,140,FOREIGN KEY,erpnext_database,tabProject,name
mysql,erpnext_database,tabSales Order Item,picked_qty,77,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,quotation_item,78,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,production_plan_qty,79,decimal,,,,,
mysql,erpnext_database,tabSales Order Item,material_request,80,varchar,140,FOREIGN KEY,erpnext_database,tabMaterial Request,name
mysql,erpnext_database,tabSales Order Item,purchase_order,81,varchar,140,FOREIGN KEY,erpnext_database,tabPurchase Order,name
mysql,erpnext_database,tabSales Order Item,material_request_item,82,varchar,140,,,,
mysql,erpnext_database,tabSales Order Item,purchase_order_item,83,varchar,140,,,,
mysql,erpnext_database,tabEmployee Other Income,creation,2,datetime,,,,,
mysql,erpnext_database,tabEmployee Other Income,modified,3,datetime,,,,,
mysql,erpnext_database,tabEmployee Other Income,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabEmployee Other Income,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabEmployee Other Income,docstatus,6,int,,,,,
mysql,erpnext_database,tabEmployee Other Income,parent,7,varchar,140,,,,
mysql,erpnext_database,tabEmployee Other Income,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabEmployee Other Income,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabEmployee Other Income,idx,10,int,,,,,
mysql,erpnext_database,tabEmployee Other Income,employee,11,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabEmployee Other Income,employee_name,12,varchar,140,,,,
mysql,erpnext_database,tabEmployee Other Income,payroll_period,13,varchar,140,FOREIGN KEY,erpnext_database,tabPayroll Period,name
mysql,erpnext_database,tabEmployee Other Income,company,14,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabEmployee Other Income,source,15,varchar,140,,,,
mysql,erpnext_database,tabEmployee Other Income,amount,16,decimal,,,,,
mysql,erpnext_database,tabEmployee Other Income,amended_from,17,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee Other Income,name
mysql,erpnext_database,tabEmployee Other Income,_user_tags,18,text,65535,,,,
mysql,erpnext_database,tabEmployee Other Income,_comments,19,text,65535,,,,
mysql,erpnext_database,tabEmployee Other Income,_assign,20,text,65535,,,,
mysql,erpnext_database,tabEmployee Other Income,_liked_by,21,text,65535,,,,
mysql,erpnext_database,tabTarget Detail,creation,2,datetime,,,,,
mysql,erpnext_database,tabDelivery Note Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabTarget Detail,modified,3,datetime,,,,,
mysql,erpnext_database,tabTarget Detail,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabTarget Detail,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabTarget Detail,docstatus,6,int,,,,,
mysql,erpnext_database,tabTarget Detail,parent,7,varchar,140,,,,
